nanoDMA Text Export Version 1.00

 Test Time (s)	 Indent Disp. (nm)	 Indent Act. Load (µN)	 Indent Load (µN)	 Indent Disp. Volt. (V)	 Indent Act. Load Volt. (V)	 Indent Act. Output Volt. (V)	 Dynamic Freq. (Hz)	 Disp. Amp. (nm)	 Phase Shift (deg)	 Load Amp. (µN)	 Dynamic Comp. (nm/µN)	 Disp. Amp. Volt. (V)	 Load Amp. Volt. (V)	 Storage Mod. (GPa)	 Loss Mod. (GPa)	 Hardness (GPa)	 Complex Mod. (GPa)	 Tan-Delta	 Storage Stiff. (µN/nm)	 Loss Stiff. (µN/nm)	 Complex Stiff. (µN/nm)	 Damping (kg/s)	 Contact Area (nm^2)	 Contact Depth (nm)	
29.660506	13.394215	258.663035	136.514478	-0.001381	0.8726	0.840529	205.0	1.153447	-0.309785	21.656775	0.05326	0.000142	0.026841	135.748799	-0.260014	9.53617	135.74855	-0.001915	19.727308	-0.037786	19.727272	-2.933557e-005	16586.454459	8.534249	
29.670503	13.389076	259.007918	136.861146	-0.00138	0.873182	0.840827	205.0	1.153253	-0.273526	21.67076	0.053217	0.000142	0.026849	135.970575	-0.341553	9.57355	135.970146	-0.002512	19.743395	-0.049595	19.743333	-3.850365e-005	16559.365572	8.520116	
29.6805	13.430396	259.321013	137.158855	-0.001387	0.873709	0.841124	205.0	1.154146	-0.24123	21.684764	0.053224	0.000142	0.026857	135.721196	-0.413861	9.559598	135.720565	-0.003049	19.740939	-0.060197	19.740847	-4.673487e-005	16616.139907	8.549737	
29.690496	13.493408	259.627496	137.441932	-0.001398	0.874225	0.841421	205.0	1.153961	-0.200622	21.698773	0.053181	0.000142	0.026865	135.390994	-0.503416	9.515559	135.390058	-0.003718	19.756878	-0.073461	19.756742	-5.703241e-005	16724.262922	8.606156	
29.700493	13.539288	259.878729	137.67612	-0.001406	0.874647	0.841718	205.0	1.154194	-0.234032	21.712763	0.053157	0.000142	0.026873	135.146265	-0.427083	9.487619	135.14559	-0.00316	19.765577	-0.062462	19.765479	-4.849353e-005	16799.671539	8.64551	
29.71049	13.519678	260.089601	137.894189	-0.001403	0.875002	0.842015	205.0	1.153957	-0.202525	21.726705	0.053112	0.000142	0.02688	135.442697	-0.498097	9.526982	135.441781	-0.003678	19.782349	-0.072751	19.782215	-5.648105e-005	16754.612897	8.621994	
29.720487	13.433728	260.238139	138.074493	-0.001388	0.875253	0.842312	205.0	1.155458	-0.269183	21.740598	0.053147	0.000142	0.026888	136.100822	-0.350447	9.644295	136.100371	-0.002575	19.769217	-0.050904	19.769151	-3.952004e-005	16570.946366	8.526158	
29.730484	13.515126	260.346686	138.152919	-0.001402	0.875435	0.842609	205.0	1.15639	-0.173503	21.754584	0.053156	0.000142	0.026896	135.470848	-0.564293	9.563733	135.469673	-0.004165	19.766128	-0.082334	19.765957	-6.392149e-005	16720.196905	8.604034	
29.74048	13.524149	260.4114	138.214303	-0.001404	0.875543	0.842906	205.0	1.156728	-0.196672	21.768518	0.053138	0.000142	0.026904	135.450968	-0.51175	9.558812	135.450001	-0.003778	19.772969	-0.074705	19.772828	-5.799813e-005	16736.684897	8.612638	
29.750477	13.561654	260.446274	138.235325	-0.00141	0.875601	0.843202	205.0	1.156504	-0.164295	21.78246	0.053093	0.000142	0.026911	135.246828	-0.582925	9.516217	135.245571	-0.00431	19.789467	-0.085294	19.789284	-6.621956e-005	16815.272901	8.653653	
29.760474	13.58582	260.459965	138.240108	-0.001414	0.875624	0.843499	205.0	1.156711	-0.19615	21.796386	0.053069	0.000142	0.026919	135.105386	-0.510389	9.488747	135.104421	-0.003778	19.798524	-0.074793	19.798382	-5.806679e-005	16865.925166	8.680091	
29.770471	13.578495	260.467949	138.250835	-0.001413	0.875637	0.843795	205.0	1.156477	-0.165617	21.810284	0.053024	0.000142	0.026927	135.244998	-0.578713	9.493878	135.24376	-0.004279	19.815151	-0.084789	19.814969	-6.582729e-005	16859.403939	8.676687	
29.780468	13.59961	260.495926	138.271026	-0.001417	0.875684	0.844091	205.0	1.156679	-0.196317	21.824191	0.053	0.000142	0.026934	135.132222	-0.50888	9.471345	135.131264	-0.003766	19.824276	-0.074654	19.824136	-5.795888e-005	16903.114013	8.699503	
29.790464	13.587549	260.53802	138.3176	-0.001415	0.875754	0.844388	205.0	1.156485	-0.163093	21.83807	0.052957	0.000142	0.026942	135.315076	-0.583485	9.485322	135.313818	-0.004312	19.840215	-0.085552	19.84003	-6.641959e-005	16884.579414	8.689828	
29.800461	13.437929	260.632323	138.467245	-0.001389	0.875915	0.844684	205.0	1.156721	-0.197139	21.851857	0.052935	0.000142	0.02695	136.563287	-0.511218	9.662773	136.56233	-0.003743	19.848641	-0.074302	19.848501	-5.768589e-005	16591.417625	8.536838	
29.810458	13.656296	260.763318	138.517443	-0.001426	0.876132	0.84498	205.0	1.156511	-0.165295	21.865858	0.052891	0.000142	0.026957	134.966498	-0.575866	9.426375	134.96527	-0.004267	19.864986	-0.084759	19.864805	-6.580369e-005	17014.313692	8.757555	
29.820455	13.543223	260.962619	138.758519	-0.001407	0.876468	0.845275	205.0	1.156439	-0.226741	21.879651	0.052855	0.000142	0.026965	135.970252	-0.4407	9.569132	135.969538	-0.003241	19.878658	-0.06443	19.878554	-5.002105e-005	16787.120991	8.63896	
29.830452	13.501747	261.197397	139.008573	-0.0014	0.876863	0.845571	205.0	1.155713	-0.245476	21.893478	0.052788	0.000142	0.026973	136.488558	-0.398698	9.633825	136.487976	-0.002921	19.90365	-0.058141	19.903565	-4.513851e-005	16701.782931	8.594425	
29.840448	13.480201	261.484174	139.303231	-0.001396	0.877345	0.845867	205.0	1.155885	-0.275735	21.907309	0.052763	0.000142	0.02698	136.790407	-0.33036	9.685728	136.790008	-0.002415	19.91321	-0.048092	19.913152	-3.733698e-005	16644.132412	8.564342	
29.850445	13.552099	261.798469	139.590828	-0.001409	0.877871	0.846163	205.0	1.155657	-0.24495	21.921189	0.052719	0.000142	0.026988	136.391862	-0.398357	9.63135	136.391281	-0.002921	19.929773	-0.058209	19.929688	-4.519108e-005	16769.405709	8.629714	
29.860442	13.641408	262.148679	139.907886	-0.001424	0.878457	0.846458	205.0	1.155859	-0.277399	21.93507	0.052695	0.000142	0.026996	135.836029	-0.323086	9.563856	135.835645	-0.002379	19.938865	-0.047425	19.938809	-3.681884e-005	16922.354627	8.709547	
29.870439	13.529974	262.483817	140.284133	-0.001405	0.87902	0.846753	205.0	1.154867	-0.312193	21.948822	0.052616	0.000142	0.027003	136.955734	-0.245168	9.716797	136.955514	-0.00179	19.9684	-0.035746	19.968368	-2.775187e-005	16696.135719	8.591478	
29.880436	13.621329	262.812898	140.579313	-0.001421	0.87957	0.847049	205.0	1.153464	-0.309167	21.962689	0.052519	0.000142	0.027011	136.508584	-0.249476	9.636226	136.508356	-0.001828	20.005267	-0.036561	20.005233	-2.838443e-005	16867.807664	8.681073	
29.890432	13.623945	263.129447	140.894792	-0.001421	0.8801	0.847344	205.0	1.152805	-0.323324	21.976493	0.052456	0.000142	0.027018	136.696029	-0.216531	9.65913	136.695858	-0.001584	20.029228	-0.031727	20.029203	-2.463172e-005	16861.899684	8.677989	
29.900429	13.871705	263.397851	141.071466	-0.001464	0.880546	0.847639	205.0	1.152681	-0.389038	21.990438	0.052417	0.000141	0.027026	134.932262	-0.065763	9.408654	134.932246	-0.000487	20.043952	-0.009769	20.04395	-7.584246e-006	17331.054612	8.922973	
29.910426	13.684829	263.615837	141.358519	-0.001432	0.880913	0.847934	205.0	1.150925	-0.377136	22.004111	0.052305	0.000141	0.027033	136.639255	-0.091565	9.624639	136.639224	-0.00067	20.086982	-0.013461	20.086977	-1.045043e-005	16973.378081	8.736183	
29.920423	13.727535	263.785054	141.511901	-0.001439	0.881195	0.848229	205.0	1.150341	-0.430993	22.017915	0.052246	0.000141	0.027041	136.464497	0.031711	9.58823	136.464501	0.000232	20.109626	0.004673	20.109627	3.627957e-006	17055.266816	8.778938	
29.93042	13.736757	263.904564	141.627984	-0.001441	0.881394	0.848524	205.0	1.149704	-0.442171	22.03169	0.052184	0.000141	0.027048	136.541507	0.058199	9.58409	136.54152	0.000426	20.133309	0.008581	20.133311	6.662374e-006	17076.183279	8.78986	
29.940416	13.736328	263.976706	141.70029	-0.001441	0.881515	0.848818	205.0	1.149556	-0.511581	22.045451	0.052145	0.000141	0.027056	136.637227	0.216496	9.58833	136.637398	0.001584	20.148263	0.031924	20.148288	2.478471e-005	17077.607247	8.790603	
29.950413	13.759683	264.0155	141.730465	-0.001445	0.881579	0.849113	205.0	1.147739	-0.471874	22.059219	0.05203	0.000141	0.027063	136.684048	0.128494	9.555161	136.684109	0.00094	20.192829	0.018983	20.192837	1.473766e-005	17141.488516	8.823962	
29.96041	13.879055	264.023149	141.693991	-0.001466	0.88159	0.849408	205.0	1.147097	-0.551281	22.073037	0.051968	0.000141	0.027071	135.886251	0.308096	9.420536	135.886601	0.002267	20.216502	0.045837	20.216554	3.558629e-005	17384.046244	8.950656	
29.970407	13.692034	264.032348	141.772403	-0.001433	0.881608	0.849702	205.0	1.146835	-0.518201	22.086659	0.051924	0.000141	0.027078	137.413055	0.236858	9.622461	137.413259	0.001724	20.233695	0.034877	20.233725	2.707701e-005	17028.810251	8.765124	
29.980404	13.80571	263.965133	141.663205	-0.001453	0.881494	0.849996	205.0	1.146286	-0.627692	22.100458	0.051867	0.000141	0.027086	136.618681	0.485012	9.485409	136.619542	0.00355	20.255636	0.07191	20.255764	5.582832e-005	17264.797049	8.888363	
29.9904	13.727371	263.916119	141.643228	-0.001439	0.881413	0.849996	205.0	1.146041	-0.602198	22.100409	0.051856	0.000141	0.027086	137.23182	0.429273	9.56544	137.232492	0.003128	20.260009	0.063375	20.260108	4.920219e-005	17118.254777	8.811829	
30.000397	13.759664	263.999919	141.715082	-0.001445	0.881552	0.850309	205.0	1.14623	-0.633745	22.115019	0.05183	0.000141	0.027094	137.052062	0.501002	9.536088	137.052978	0.003656	20.269936	0.074098	20.270071	5.752709e-005	17180.012075	8.84408	
30.010394	13.766808	264.128918	141.84142	-0.001446	0.881767	0.850622	205.0	1.14532	-0.672169	22.129605	0.051755	0.000141	0.027102	137.175488	0.590384	9.533899	137.176759	0.004304	20.299243	0.087365	20.299431	6.78273e-005	17198.736464	8.853859	
30.020391	13.862358	264.3212	141.998308	-0.001463	0.882087	0.850934	205.0	1.145496	-0.711958	22.144236	0.051729	0.000141	0.027109	136.543372	0.67839	9.4467	136.545058	0.004968	20.309358	0.100903	20.309609	7.833774e-005	17375.648736	8.946269	
30.030388	13.759324	264.551419	142.266576	-0.001445	0.882473	0.851247	205.0	1.14527	-0.679598	22.158736	0.051685	0.000141	0.027117	137.484872	0.609965	9.577459	137.486225	0.004437	20.326807	0.090182	20.327007	7.001412e-005	17167.946953	8.837779	
30.040384	13.797381	264.834618	142.53561	-0.001451	0.882944	0.851559	205.0	1.145423	-0.714467	22.173313	0.051658	0.000141	0.027125	137.319667	0.689269	9.561044	137.321397	0.005019	20.337319	0.102082	20.337576	7.925305e-005	17227.085751	8.868665	
30.050381	13.931729	265.161369	142.812557	-0.001475	0.883488	0.851872	205.0	1.144133	-0.757101	22.187941	0.051566	0.00014	0.027133	136.557633	0.783828	9.438378	136.559882	0.00574	20.373469	0.116942	20.373804	9.078956e-005	17481.869202	9.001767	
30.060378	13.811947	265.515156	143.210534	-0.001454	0.884079	0.852184	205.0	1.144555	-0.799923	22.202403	0.051551	0.00014	0.027141	137.599577	0.887969	9.601678	137.602442	0.006453	20.379022	0.131512	20.379446	0.000102	17227.50336	8.868884	
30.070375	13.959547	265.870769	143.511429	-0.00148	0.884669	0.852496	205.0	1.144456	-0.762628	22.217021	0.051513	0.00014	0.027149	136.641012	0.79781	9.472137	136.643341	0.005839	20.394388	0.119077	20.394736	9.244751e-005	17496.415856	9.009368	
30.080372	13.9696	266.218705	143.855529	-0.001481	0.885248	0.852808	205.0	1.144593	-0.795702	22.231545	0.051485	0.00014	0.027156	136.711362	0.873837	9.492409	136.714155	0.006392	20.40513	0.130426	20.405547	0.000101	17496.830837	9.009585	
30.090368	13.925598	266.549366	144.202358	-0.001474	0.885798	0.85312	205.0	1.144242	-0.779935	22.246027	0.051436	0.00014	0.027164	137.231856	0.842115	9.56722	137.23444	0.006136	20.424757	0.125335	20.425142	9.730606e-005	17397.779406	8.957831	
30.100365	13.912822	266.842049	144.499674	-0.001472	0.886285	0.853432	205.0	1.144684	-0.814708	22.260519	0.051422	0.000141	0.027172	137.43509	0.923006	9.608625	137.438189	0.006716	20.429995	0.137207	20.430456	0.000107	17355.261499	8.935619	
30.110362	14.044578	267.085488	144.694306	-0.001495	0.886687	0.853743	205.0	1.145977	-0.826055	22.275091	0.051447	0.000141	0.02718	136.451494	0.941676	9.492506	136.454744	0.006901	20.420264	0.140924	20.420751	0.000109	17589.601724	9.058065	
30.120359	14.164564	267.283449	144.847832	-0.001515	0.887015	0.854055	205.0	1.146167	-0.85471	22.289647	0.051422	0.000141	0.027188	135.656955	1.001219	9.38272	135.66065	0.007381	20.430061	0.150784	20.430618	0.000117	17813.329395	9.175013	
30.130356	14.04291	267.420247	145.029608	-0.001494	0.887243	0.854366	205.0	1.147378	-0.858519	22.304045	0.051443	0.000141	0.027195	136.559186	1.016143	9.526915	136.562967	0.007441	20.421681	0.151959	20.422246	0.000118	17564.307011	9.044846	
30.140352	14.060757	267.512355	145.11511	-0.001497	0.887396	0.854678	205.0	1.14772	-0.893254	22.31852	0.051425	0.000141	0.027203	136.482325	1.094658	9.515382	136.486715	0.008021	20.428652	0.163848	20.429309	0.000127	17596.101826	9.061462	
30.150349	14.142149	267.568084	145.140745	-0.001512	0.887487	0.854989	205.0	1.148267	-0.880496	22.333025	0.051416	0.000141	0.027211	135.90521	1.061377	9.434016	135.909354	0.00781	20.432253	0.15957	20.432876	0.000124	17752.117937	9.143012	
30.160346	13.992108	267.600636	145.22882	-0.001486	0.887542	0.8553	205.0	1.14943	-0.93436	22.347378	0.051435	0.000141	0.027218	137.002283	1.192211	9.600171	137.00747	0.008702	20.424412	0.177736	20.425185	0.000138	17455.543936	8.988012	
30.170343	14.032286	267.613269	145.226623	-0.001492	0.887563	0.855611	205.0	1.149183	-0.902276	22.36184	0.05139	0.000141	0.027226	136.785744	1.118215	9.553916	136.790314	0.008175	20.442182	0.167114	20.442865	0.00013	17541.336948	9.032842	
30.18034	14.054619	267.633398	145.238518	-0.001496	0.887596	0.855922	205.0	1.150456	-0.956769	22.376282	0.051414	0.000141	0.027234	136.573855	1.239701	9.534917	136.579482	0.009077	20.432446	0.185468	20.433288	0.000144	17579.052311	9.052552	
30.190336	14.083279	267.671797	145.266336	-0.001501	0.887659	0.856232	205.0	1.150744	-0.939372	22.390719	0.051394	0.000141	0.027241	136.406987	1.199125	9.506429	136.412258	0.008791	20.440612	0.179689	20.441402	0.00014	17636.176427	9.082407	
30.200333	14.189825	267.74925	145.30438	-0.00152	0.887786	0.856543	205.0	1.150934	-0.968904	22.405196	0.051369	0.000141	0.027249	135.681118	1.259755	9.399587	135.686966	0.009285	20.450269	0.189874	20.45115	0.000147	17842.228443	9.190122	
30.21033	14.163318	267.861056	145.425979	-0.001515	0.887971	0.856854	205.0	1.150703	-0.940079	22.419581	0.051326	0.000141	0.027257	135.989816	1.198276	9.433998	135.995095	0.008812	20.467673	0.180351	20.468468	0.00014	17791.561077	9.163632	
30.220327	14.185962	268.039167	145.595672	-0.001519	0.888266	0.857164	205.0	1.150941	-0.968383	22.433988	0.051303	0.000141	0.027264	135.910991	1.261896	9.425327	135.916849	0.009285	20.476438	0.190118	20.47732	0.000148	17827.462561	9.182402	
30.230324	14.207918	268.268053	145.816372	-0.001523	0.888645	0.857474	205.0	1.152307	-0.976262	22.448386	0.051331	0.000141	0.027272	135.754163	1.277708	9.427043	135.760176	0.009412	20.46525	0.192617	20.466157	0.00015	17849.156493	9.193745	
30.24032	14.22827	268.536735	146.077444	-0.001527	0.88909	0.857785	205.0	1.152618	-1.009873	22.462774	0.051312	0.000141	0.02728	135.710157	1.353419	9.429546	135.716906	0.009973	20.472638	0.204171	20.473656	0.000159	17873.631123	9.206541	
30.250317	14.337325	268.856564	146.356828	-0.001546	0.889618	0.858095	205.0	1.152416	-0.98072	22.477209	0.05127	0.000141	0.027287	135.078752	1.282441	9.342834	135.084839	0.009494	20.489567	0.194528	20.49049	0.000151	18070.965482	9.30974	
30.260314	14.407284	269.205003	146.679272	-0.001558	0.890194	0.858405	205.0	1.152602	-1.009472	22.49161	0.051246	0.000141	0.027295	134.710331	1.343729	9.301717	134.717033	0.009975	20.499214	0.204479	20.500233	0.000159	18187.059065	9.37047	
30.270311	14.345096	269.56511	147.062262	-0.001547	0.89079	0.858715	205.0	1.152436	-0.979206	22.505921	0.051206	0.000141	0.027302	135.32977	1.282576	9.394656	135.335847	0.009477	20.515407	0.194433	20.516329	0.000151	18049.429571	9.298476	
30.280308	14.393548	269.919758	147.398868	-0.001555	0.891376	0.859025	205.0	1.152601	-1.008664	22.520292	0.051181	0.000141	0.02731	135.118175	1.347153	9.375565	135.124891	0.00997	20.525384	0.204642	20.526404	0.000159	18123.619071	9.337282	
30.290304	14.452452	270.25546	147.71267	-0.001566	0.89193	0.859334	205.0	1.152524	-0.969223	22.534661	0.051145	0.000141	0.027317	134.850791	1.256762	9.343126	134.856647	0.00932	20.540103	0.191427	20.540995	0.000149	18221.667713	9.388576	
30.300301	14.48933	270.57137	148.014835	-0.001572	0.892451	0.859644	205.0	1.152809	-0.987921	22.549007	0.051125	0.000142	0.027325	134.7049	1.297601	9.333091	134.711149	0.009633	20.547983	0.197937	20.548936	0.000154	18275.172467	9.41657	
30.310298	14.42674	270.82874	148.295282	-0.001561	0.892876	0.859953	205.0	1.152619	-0.960032	22.563283	0.051084	0.000141	0.027332	135.299235	1.241368	9.416691	135.30493	0.009175	20.56457	0.18868	20.565435	0.000146	18144.225936	9.348062	
30.320295	14.470404	271.033625	148.483962	-0.001569	0.893213	0.860263	205.0	1.152807	-0.987115	22.577616	0.05106	0.000142	0.02734	135.082402	1.300592	9.388964	135.088663	0.009628	20.574118	0.19809	20.575072	0.000154	18219.429981	9.387405	
30.330292	14.305069	271.186492	148.697957	-0.00154	0.893467	0.860572	205.0	1.153347	-0.887595	22.59181	0.051052	0.000142	0.027347	136.343456	1.087452	9.574231	136.347793	0.007976	20.577998	0.164127	20.578652	0.000127	17890.707521	9.21547	
30.340288	14.514487	271.290541	148.724532	-0.001577	0.893636	0.860881	205.0	1.153608	-0.906331	22.606229	0.051031	0.000142	0.027355	134.888709	1.118205	9.365629	134.893344	0.00829	20.586374	0.170658	20.587082	0.000132	18293.567628	9.426196	
30.350285	14.423239	271.354137	148.82189	-0.001561	0.893741	0.86119	205.0	1.152329	-0.797713	22.620452	0.050942	0.000141	0.027362	135.735309	0.881883	9.456274	135.738174	0.006497	20.622766	0.133988	20.623201	0.000104	18130.010044	9.340626	
30.360282	14.46441	271.375777	148.828328	-0.001568	0.893776	0.861499	205.0	1.15267	-0.786868	22.634749	0.050925	0.000141	0.02737	135.475427	0.856091	9.414865	135.478132	0.006319	20.629744	0.130363	20.630156	0.000101	18211.952318	9.383493	
30.370279	14.527997	271.397539	148.826596	-0.001579	0.893811	0.861808	205.0	1.152733	-0.731016	22.649052	0.050895	0.000141	0.027377	135.082269	0.728791	9.349942	135.084235	0.005395	20.641924	0.111367	20.642224	8.64612e-005	18339.754889	9.450364	
30.380276	14.459327	271.415795	148.870282	-0.001567	0.893842	0.862117	205.0	1.153489	-0.70598	22.663263	0.050897	0.000142	0.027385	135.575657	0.675041	9.421991	135.577338	0.004979	20.641439	0.102775	20.641695	7.979112e-005	18205.658356	9.3802	
30.390272	14.364539	271.453913	148.943483	-0.001551	0.893906	0.862425	205.0	1.152242	-0.64908	22.677449	0.05081	0.000141	0.027392	136.444436	0.551968	9.515211	136.445553	0.004045	20.676966	0.083646	20.677135	6.493982e-005	18036.481896	9.291704	
30.400269	14.348828	271.521319	149.016709	-0.001548	0.894017	0.862734	205.0	1.152635	-0.598896	22.691676	0.050796	0.000141	0.027399	136.605396	0.438998	9.536891	136.606102	0.003214	20.683083	0.066468	20.683189	5.160319e-005	18004.650803	9.275056	
30.410266	14.426975	271.620413	149.086888	-0.001561	0.894179	0.863042	205.0	1.152555	-0.56001	22.705954	0.05076	0.000141	0.027407	136.129211	0.350167	9.461809	136.129661	0.002572	20.697688	0.053241	20.697757	4.133447e-005	18156.448615	9.354456	
30.420263	14.460877	271.788226	149.242124	-0.001567	0.894455	0.86335	205.0	1.152729	-0.588059	22.720196	0.050736	0.000141	0.027414	135.972624	0.413557	9.440461	135.973253	0.003041	20.707448	0.062981	20.707544	4.889639e-005	18215.45826	9.385327	
30.43026	14.454192	271.998077	149.454392	-0.001566	0.8948	0.863659	205.0	1.153213	-0.493821	22.734403	0.050725	0.000142	0.027421	136.095716	0.201063	9.465831	136.095865	0.001477	20.712026	0.030599	20.712049	2.375616e-005	18190.562944	9.372303	
30.440256	14.499767	272.264392	149.703767	-0.001574	0.895238	0.863967	205.0	1.153555	-0.506733	22.748635	0.050709	0.000142	0.027429	135.866336	0.230163	9.442209	135.866531	0.001694	20.718807	0.035099	20.718837	2.724931e-005	18263.98901	9.410719	
30.450253	14.492633	272.565125	150.007044	-0.001573	0.895732	0.864275	205.0	1.153355	-0.478825	22.762826	0.050668	0.000142	0.027436	136.073686	0.168161	9.473286	136.07379	0.001236	20.735422	0.025625	20.735438	1.989432e-005	18237.586141	9.396905	
30.46025	14.61997	272.914014	150.308713	-0.001595	0.896304	0.864583	205.0	1.154183	-0.441393	22.777093	0.050673	0.000142	0.027443	135.241238	0.082948	9.376444	135.241264	0.000613	20.733654	0.012717	20.733658	9.872803e-006	18459.643073	9.513108	
30.470247	14.653781	273.274838	150.656909	-0.001601	0.896896	0.86489	205.0	1.154112	-0.400832	22.791292	0.050638	0.000142	0.027451	135.160182	-0.007551	9.371864	135.160182	-5.586757e-005	20.747976	-0.001159	20.747976	-8.999156e-007	18507.331847	9.538069	
30.480244	14.730837	273.558343	150.911822	-0.001614	0.897361	0.865198	205.0	1.154303	-0.42756	22.80551	0.050615	0.000142	0.027458	134.733343	0.052704	9.318714	134.733353	0.000391	20.757438	0.00812	20.757439	6.303898e-006	18641.771858	9.608449	
30.49024	14.719577	273.798708	151.156283	-0.001612	0.897755	0.865198	205.0	1.154765	-0.336121	22.805503	0.050635	0.000142	0.027458	134.833442	-0.152423	9.352987	134.833356	-0.00113	20.749347	-0.023456	20.749334	-1.821061e-005	18599.596422	9.586369	
30.500237	14.630307	274.124166	151.514656	-0.001597	0.89829	0.865525	205.0	1.15649	-0.381269	22.820506	0.050678	0.000142	0.027466	135.462011	-0.052296	9.476567	135.462001	-0.000386	20.731921	-0.008004	20.731919	-6.213839e-006	18396.445976	9.480032	
30.510234	14.661567	274.416689	151.795523	-0.001602	0.898769	0.865852	205.0	1.156778	-0.317609	22.835575	0.050657	0.000142	0.027474	135.353734	-0.195016	9.469556	135.353594	-0.001441	20.740599	-0.029883	20.740577	-2.320002e-005	18441.319233	9.503517	
30.520231	14.662321	274.651846	152.030335	-0.001603	0.899154	0.866179	205.0	1.157356	-0.309359	22.850616	0.050649	0.000142	0.027481	135.422392	-0.213529	9.48968	135.422223	-0.001577	20.743928	-0.032708	20.743902	-2.539351e-005	18428.539711	9.496829	
30.530228	14.673879	274.829497	152.203669	-0.001605	0.899445	0.866506	205.0	1.158341	-0.297408	22.865654	0.050659	0.000142	0.027489	135.364719	-0.240487	9.495453	135.364505	-0.001777	20.739951	-0.036846	20.739918	-2.860619e-005	18437.173698	9.501347	
30.540224	14.550827	274.957165	152.376836	-0.001583	0.899655	0.866832	205.0	1.159855	-0.27046	22.880597	0.050692	0.000142	0.027497	136.215043	-0.303566	9.637991	136.214704	-0.002229	20.726459	-0.046191	20.726407	-3.586078e-005	18184.021804	9.368881	
30.550221	14.667982	275.045638	152.42197	-0.001604	0.899798	0.867159	205.0	1.159667	-0.243534	22.895683	0.05065	0.000142	0.027504	135.475559	-0.361771	9.521213	135.475076	-0.00267	20.743532	-0.055393	20.743458	-4.300533e-005	18413.373892	9.488891	
30.560218	14.655168	275.096091	152.477178	-0.001601	0.899881	0.867485	205.0	1.160262	-0.221395	22.910677	0.050643	0.000142	0.027512	135.592502	-0.411818	9.53873	135.591877	-0.003037	20.746518	-0.063011	20.746422	-4.891946e-005	18386.919029	9.475046	
30.570215	14.710925	275.119286	152.479775	-0.001611	0.899918	0.867811	205.0	1.161916	-0.20075	22.925706	0.050682	0.000143	0.02752	135.124576	-0.457438	9.488511	135.123802	-0.003385	20.730604	-0.070179	20.730485	-5.448492e-005	18486.091152	9.526951	
30.580212	14.61446	275.14328	152.539478	-0.001594	0.899958	0.868137	205.0	1.162568	-0.191225	22.940628	0.050677	0.000143	0.027527	135.826033	-0.481216	9.589628	135.82518	-0.003543	20.732475	-0.073453	20.732344	-5.702621e-005	18298.948451	9.429011	
30.590208	14.60674	275.177976	152.577052	-0.001593	0.900015	0.868463	205.0	1.162868	-0.131207	22.955597	0.050657	0.000143	0.027535	135.928286	-0.616737	9.599313	135.926887	-0.004537	20.740717	-0.094105	20.740504	-7.306007e-005	18285.958705	9.422214	
30.600205	14.654855	275.239505	152.620792	-0.001601	0.900115	0.868789	205.0	1.16295	-0.146906	22.970593	0.050628	0.000143	0.027543	135.65507	-0.579591	9.552843	135.653831	-0.004273	20.752784	-0.088667	20.752595	-6.883803e-005	18381.060868	9.47198	
30.610202	14.606062	275.349109	152.748434	-0.001593	0.900294	0.869115	205.0	1.163531	-0.042849	22.985518	0.05062	0.000143	0.02755	136.046918	-0.816288	9.612958	136.044469	-0.006	20.755973	-0.124537	20.755599	-9.668616e-005	18280.944888	9.419591	
30.620199	14.749753	275.503578	152.84972	-0.001618	0.900545	0.869441	205.0	1.163732	-0.067843	23.000556	0.050596	0.000143	0.027558	135.108198	-0.754132	9.477916	135.106093	-0.005582	20.765953	-0.115909	20.765629	-8.998781e-005	18553.68619	9.562334	
30.630196	14.676272	275.72028	153.093544	-0.001605	0.9009	0.869766	205.0	1.165106	-0.077107	23.015446	0.050623	0.000143	0.027565	135.62996	-0.736653	9.575517	135.62796	-0.005431	20.754886	-0.112727	20.75458	-8.751725e-005	18391.591516	9.477491	
30.640192	14.659136	275.979762	153.359287	-0.001602	0.901324	0.870091	205.0	1.165433	-0.108049	23.030363	0.050604	0.000143	0.027573	135.853602	-0.667703	9.615363	135.851962	-0.004915	20.762513	-0.102045	20.762263	-7.922434e-005	18344.564717	9.452881	
30.650189	14.589853	276.289628	153.694682	-0.00159	0.901831	0.870417	205.0	1.165294	-0.088124	23.045238	0.050566	0.000143	0.02758	136.507619	-0.715395	9.712562	136.505745	-0.005241	20.778413	-0.108893	20.778128	-8.45411e-005	18197.044194	9.375694	
30.660186	14.616271	276.635966	154.031132	-0.001595	0.902396	0.870742	205.0	1.165464	-0.112346	23.060165	0.05054	0.000143	0.027588	136.453598	-0.659752	9.714411	136.452003	-0.004835	20.788848	-0.100514	20.788605	-7.803557e-005	18229.752131	9.392806	
30.670183	14.819816	277.001219	154.320968	-0.00163	0.90299	0.871067	205.0	1.165291	-0.087462	23.075195	0.0505	0.000143	0.027595	135.171101	-0.70871	9.53378	135.169243	-0.005243	20.805514	-0.109085	20.805228	-8.468946e-005	18607.117364	9.590306	
30.68018	14.753978	277.383582	154.727553	-0.001619	0.903614	0.871392	205.0	1.165457	-0.113416	23.090045	0.050474	0.000143	0.027603	135.781177	-0.65291	9.633229	135.779607	-0.004809	20.815942	-0.100094	20.815701	-7.77098e-005	18458.774925	9.512653	
